-1 7.28978e-17 0.799999
1 9.24235e-17 -0.799999
-3 -0.148524 3.60037
-3 -0.151495 2.40037
-3 -0.154465 1.20037
1 0.00297049 0.4
1 -0.00297049 -2
-5 0.00297049 5.19999
-5 1.61915e-16 4
-5 -0.00297049 2.8
-1 -0.148524 2.00037
-1 -0.151495 0.800374
-1 -0.154465 -0.399625
-3 0.00297049 3.6
-3 1.65921e-16 2.4
-3 -0.00297049 1.2
1 -0.148524 0.400375
1 -0.151495 -0.799624
1 -0.154465 -1.99962
-5 -0.148524 5.20037
-5 -0.151495 4.00037
-5 -0.154465 2.80037
-1 0.00297049 2
-1 -0.00297049 -0.4
