#time   KE       internal potential normalisedEnergy  max w max theta heatError entropyError thetaVariance thetaRhoVariance
1520  2.63808e-07  3.78878e-07  1.904e-07  8.33085e-07  1.90214  391.025 4.18848e-07 3.46785e-07 882.859 9726.67
1540  2.25117e-07  3.18459e-07  1.54399e-07  6.97975e-07  1.90191  391.025 3.42801e-07 2.76708e-07 882.859 9726.67
1560  1.81802e-07  2.54052e-07  1.14591e-07  5.50444e-07  1.90172  391.025 2.60561e-07 2.0254e-07 882.86 9726.67
1580  1.36087e-07  1.88271e-07  7.48378e-08  3.99196e-07  1.90118  391.025 1.77263e-07 1.2746e-07 882.86 9726.67
1600  9.09206e-08  1.26295e-07  3.82056e-08  2.55422e-07  1.90076  391.025 9.92752e-08 5.66212e-08 882.86 9726.67
1620  4.97441e-08  7.45392e-08  6.81998e-09  1.31103e-07  1.90019  391.025 3.33235e-08 -3.56993e-09 882.86 9726.67
1640  1.58955e-08  3.93226e-08  -1.79196e-08  3.72985e-08  1.8999  391.025 -1.46614e-08 -4.69192e-08 882.86 9726.67
1660  -7.86049e-09  2.45987e-08  -3.49676e-08  -1.82293e-08  1.89956  391.025 -4.07465e-08 -6.92059e-08 882.86 9726.67
1680  -1.9977e-08  3.07641e-08  -4.33305e-08  -3.25435e-08  1.89947  391.025 -4.39538e-08 -6.96717e-08 882.86 9726.67
1700  -2.04127e-08  5.36918e-08  -4.20364e-08  -8.75732e-09  1.89925  391.025 -2.67216e-08 -5.17468e-08 882.86 9726.67
1720  -1.08549e-08  8.56542e-08  -3.0463e-08  4.43363e-08  1.89913  391.025 5.30342e-09 -2.27079e-08 882.86 9726.67
1740  5.59183e-09  1.16772e-07  -8.94352e-09  1.1342e-07  1.89878  391.025 4.41818e-08 7.76079e-09 882.86 9726.67
1760  2.48439e-08  1.37889e-07  2.05928e-08  1.83326e-07  1.8985  391.025 8.11809e-08 2.98351e-08 882.86 9726.67
1780  4.27141e-08  1.42881e-07  5.42663e-08  2.39862e-07  1.89803  391.025 1.08556e-07 3.60847e-08 882.86 9726.67
1800  5.56579e-08  1.30843e-07  8.64608e-08  2.72962e-07  1.8977  391.025 1.21194e-07 2.35513e-08 882.859 9726.67
1820  6.15846e-08  1.06258e-07  1.1072e-07  2.78563e-07  1.89728  391.025 1.17681e-07 -5.31104e-09 882.859 9726.66
1840  6.01445e-08  7.8081e-08  1.21209e-07  2.59434e-07  1.89701  391.025 1.00484e-07 -4.32331e-08 882.859 9726.66
1860  5.27749e-08  5.68006e-08  1.14367e-07  2.23942e-07  1.89663  391.025 7.51455e-08 -8.02157e-08 882.859 9726.66
1880  4.2124e-08  5.13669e-08  9.02681e-08  1.83759e-07  1.89632  391.025 4.86954e-08 -1.0656e-07 882.859 9726.66
1900  3.13753e-08  6.5877e-08  5.31744e-08  1.50427e-07  1.89583  391.025 2.76968e-08 -1.15946e-07 882.859 9726.67
1920  2.32991e-08  9.81753e-08  1.09685e-08  1.32443e-07  1.89535  391.025 1.64968e-08 -1.07554e-07 882.859 9726.67
1940  1.96473e-08  1.39913e-07  -2.65492e-08  1.33011e-07  1.89467  391.025 1.61816e-08 -8.65045e-08 882.859 9726.67
1960  2.06964e-08  1.79202e-07  -5.01345e-08  1.49764e-07  1.894  391.025 2.45346e-08 -6.23499e-08 882.859 9726.67
1980  2.54032e-08  2.0411e-07  -5.36886e-08  1.75824e-07  1.89317  391.025 3.69806e-08 -4.60606e-08 882.859 9726.68
2000  3.17643e-08  2.06865e-07  -3.61681e-08  2.02461e-07  1.89239  391.025 4.8191e-08 -4.64278e-08 882.859 9726.67
2020  3.75956e-08  1.86389e-07  -2.17634e-09  2.21809e-07  1.89154  391.025 5.38141e-08 -6.70864e-08 882.859 9726.67
2040  4.11385e-08  1.49193e-07  3.90668e-08  2.29399e-07  1.89082  391.025 5.17688e-08 -1.05182e-07 882.859 9726.67
2060  4.16356e-08  1.0727e-07  7.61946e-08  2.251e-07  1.89017  391.025 4.27043e-08 -1.52188e-07 882.858 9726.67
2080  3.93733e-08  7.45289e-08  9.89298e-08  2.12832e-07  1.88978  391.025 2.95177e-08 -1.96644e-07 882.858 9726.67
2100  3.55383e-08  6.20343e-08  1.01112e-07  1.98685e-07  1.88957  391.025 1.61554e-08 -2.27936e-07 882.858 9726.67
2120  3.16406e-08  7.45275e-08  8.25702e-08  1.88738e-07  1.88974  391.025 6.15553e-09 -2.3982e-07 882.858 9726.67
2140  2.90457e-08  1.08584e-07  4.92025e-08  1.86832e-07  1.89015  391.025 1.4605e-09 -2.32479e-07 882.858 9726.67
2160  2.84559e-08  1.5394e-07  1.11881e-08  1.93584e-07  1.89092  391.025 1.89958e-09 -2.1239e-07 882.858 9726.67
2180  2.98228e-08  1.96749e-07  -2.01552e-08  2.06416e-07  1.89185  391.025 5.47756e-09 -1.90015e-07 882.858 9726.68
2200  3.23834e-08  2.24464e-07  -3.58859e-08  2.20962e-07  1.89296  391.025 9.30147e-09 -1.76145e-07 882.858 9726.68
2220  3.50912e-08  2.2987e-07  -3.21972e-08  2.32764e-07  1.89399  391.025 1.07538e-08 -1.78179e-07 882.859 9726.68
2240  3.69613e-08  2.13606e-07  -1.15056e-08  2.39062e-07  1.89491  391.025 8.4569e-09 -1.97649e-07 882.858 9726.68
2260  3.75016e-08  1.83566e-07  1.84888e-08  2.39556e-07  1.89547  391.025 2.68744e-09 -2.2985e-07 882.858 9726.68
2280  3.6781e-08  1.52168e-07  4.74529e-08  2.36402e-07  1.8957  391.025 -4.86332e-09 -2.65648e-07 882.858 9726.67
2300  3.54309e-08  1.3178e-07  6.58918e-08  2.33103e-07  1.89549  391.025 -1.18223e-08 -2.94765e-07 882.858 9726.67
2320  3.43144e-08  1.30685e-07  6.82694e-08  2.33269e-07  1.89498  391.025 -1.6022e-08 -3.09313e-07 882.858 9726.67
2340  3.43022e-08  1.50323e-07  5.47277e-08  2.39353e-07  1.89422  391.025 -1.61729e-08 -3.06288e-07 882.858 9726.67
2360  3.59666e-08  1.85444e-07  3.0852e-08  2.52263e-07  1.89345  391.025 -1.20734e-08 -2.88164e-07 882.858 9726.68
2380  3.95886e-08  2.26345e-07  5.59571e-09  2.71529e-07  1.89277  391.025 -4.31698e-09 -2.61454e-07 882.858 9726.68
2400  4.51779e-08  2.62956e-07  -1.18669e-08  2.96267e-07  1.89236  391.025 6.32753e-09 -2.33856e-07 882.858 9726.68
2420  5.27501e-08  2.88559e-07  -1.52275e-08  3.26081e-07  1.89225  391.025 1.95714e-08 -2.11114e-07 882.859 9726.68
2440  6.24541e-08  3.02403e-07  -2.97854e-09  3.61879e-07  1.89248  391.025 3.60084e-08 -1.94784e-07 882.859 9726.68
2460  7.47559e-08  3.09668e-07  2.14458e-08  4.0587e-07  1.89292  391.025 5.71024e-08 -1.81683e-07 882.859 9726.68
2480  9.03327e-08  3.19513e-07  5.12936e-08  4.6114e-07  1.8935  391.025 8.47734e-08 -1.65185e-07 882.859 9726.68
2500  1.09983e-07  3.41384e-07  7.9216e-08  5.30583e-07  1.89402  391.025 1.20748e-07 -1.37781e-07 882.859 9726.68
2520  1.34316e-07  3.81598e-07  1.00043e-07  6.15957e-07  1.8944  391.025 1.6592e-07 -9.39395e-08 882.859 9726.68
2540  1.63583e-07  4.40859e-07  1.12564e-07  7.17005e-07  1.89453  391.025 2.19929e-07 -3.21941e-08 882.859 9726.68
2560  1.97433e-07  5.14127e-07  1.19688e-07  8.31248e-07  1.89444  391.025 2.81067e-07 4.42342e-08 882.859 9726.69
2580  2.34908e-07  5.92193e-07  1.26978e-07  9.54079e-07  1.89414  391.025 3.46495e-07 1.28405e-07 882.86 9726.69
2600  2.74421e-07  6.64801e-07  1.40187e-07  1.07941e-06  1.89377  391.025 4.12645e-07 2.11755e-07 882.86 9726.69
2620  3.13967e-07  7.23564e-07  1.62759e-07  1.20029e-06  1.89342  391.025 4.75674e-07 2.86491e-07 882.86 9726.69
2640  3.51274e-07  7.64195e-07  1.94257e-07  1.30973e-06  1.8932  391.025 5.31857e-07 3.47449e-07 882.861 9726.69
2660  3.84103e-07  7.8684e-07  2.3027e-07  1.40121e-06  1.89313  391.025 5.77902e-07 3.92862e-07 882.861 9726.69
2680  4.10433e-07  7.95181e-07  2.63806e-07  1.46942e-06  1.89323  391.025 6.11215e-07 4.23995e-07 882.861 9726.69
2700  4.28758e-07  7.94347e-07  2.87599e-07  1.5107e-06  1.8934  391.025 6.30169e-07 4.43979e-07 882.861 9726.69
2720  4.38234e-07  7.89086e-07  2.9646e-07  1.52378e-06  1.8936  391.025 6.34395e-07 4.56471e-07 882.861 9726.69
2740  4.38911e-07  7.82392e-07  2.88847e-07  1.51015e-06  1.89371  391.025 6.25045e-07 4.64659e-07 882.861 9726.69
2760  4.31753e-07  7.75467e-07  2.67178e-07  1.4744e-06  1.89371  391.025 6.04893e-07 4.70911e-07 882.862 9726.69
2780  4.18659e-07  7.68309e-07  2.36887e-07  1.42385e-06  1.89358  391.025 5.78171e-07 4.77011e-07 882.862 9726.69
2800  4.02199e-07  7.60932e-07  2.047e-07  1.36783e-06  1.89337  391.025 5.50068e-07 4.84657e-07 882.863 9726.69
2820  3.85328e-07  7.54043e-07  1.76802e-07  1.31617e-06  1.89313  391.025 5.25923e-07 4.95793e-07 882.863 9726.69
2840  3.70882e-07  7.4927e-07  1.57508e-07  1.27766e-06  1.89295  391.025 5.1028e-07 5.12503e-07 882.864 9726.69
2860  3.61166e-07  7.48391e-07  1.48786e-07  1.25834e-06  1.89286  391.025 5.0601e-07 5.36434e-07 882.864 9726.69
2880  3.57513e-07  7.52423e-07  1.50545e-07  1.26048e-06  1.89291  391.025 5.1374e-07 5.67995e-07 882.865 9726.69
2900  3.60108e-07  7.60617e-07  1.61372e-07  1.2821e-06  1.89306  391.025 5.31741e-07 6.0576e-07 882.865 9726.69
2920  3.67931e-07  7.7038e-07  1.79242e-07  1.31755e-06  1.89329  391.025 5.56329e-07 6.46417e-07 882.866 9726.69
2940  3.79046e-07  7.77822e-07  2.01917e-07  1.35879e-06  1.89355  391.025 5.82694e-07 6.85451e-07 882.866 9726.69
2960  3.90985e-07  7.79228e-07  2.26961e-07  1.39717e-06  1.89382  391.025 6.05968e-07 7.18394e-07 882.866 9726.69
